score,text
5,12세 등급이라 그런가 화려한 액션 전투씬은 없습니다.대규모 전투 기대하고 갔었는데 의외이네요 ㅎㅎㅎ디즈니 라서 별 5개 줍니다.12세 눈높이에서 보면 재미있습니다.성인 눈높이 기대하지마세요 ㅋㅋㅋ
8,실사는 나름 잘 구성했는데 내용이 좀 아쉽다
10,전 재미있었어요! 하도 외부적으로 비판이 많아서 기대를 안하고 봐서 그런지 몰라도 상당히 괜찮던데요.
10,딸아이랑 너무 재밌게 잘 봤습니다
10,역시 평점은 100% 못 믿음. 전 완전 재밌게 봤네요.
1,킬링 타임의 타임이 아까워지는 영화  디즈니를 믿지 마시길 그냥 짱깨 영화
1,중공이 왜 망해야 하는지 보여주는 영화
1,아놔 장난하나... 이거 볼 시간에 잠을 잤더라면 피로도 풀리고 훨씬 더 기분 좋았을 걸...
1,
1,이딴걸또보고  평점달고있는 ㅎ.ㄱ들은뭐냐  ㅉㅉ
1,이런 OOO는 만들지 마라
1,스토리허접. 돈주고안보길잘했다.
1,하...0점이 없어..
1,뮬란 본연의 매력은 다버리고 무협 판타지로 만들어버림
1,이딴 쓰레기가 8점이나 되는걸 보니 알바가 있긴 한가보네.
1,짱개알바들아 돈버느라 애쓴다
1,이딴 영화가 8점대? 알바가 진짜 있긴 있구나
2,기대는 1도 안 하고 봤는데도 개그영화인줄.. 대충 넘어가는 스토리에 개연성 부족한 주변 캐릭터들. 어이없어서 웃게 됨
1,"보이콧은 모르겠고 디즈니 실사판인 점 하나 믿고 봤었는데 애니와 많은 비교가 되는 영화였습니다. 각자 주관적인 평이 나올 수 있으나, 저는 좋은 평가를 주기는 어려웠네요."
1,디즈니... 이렇게 밖에 못만드나? 적어도 뮬란인데ㅠㅠㅠㅠ
1,리플렉션 이따구로 쓰지말라고...중국에서 만든 변기통 쳐다보는 기분이었네...원작에 대한 존경이라곤 1도 없는 영상물..
1,개연성 부족에 시간아까움ㅋㅋ 유역비 거르고도 노잼쓰
2,와.. 이 영화를 이렇게 만들다니. 진짜 망작 오브 망작. 호흡이 너~~~무 느린데 감독이 동양에 대해 가진 이해안되는 환상이 너무 반영되어있는 듯한 영상미. 오히려 애니가 말이 될거 같은 개연성. 페미적 요소를 너...
2,"동양고전을 영어권 감독이 구현했다는데서 실망했고, 영어대사 하나하나 진짜 동양적인 느낌 정말 못살렸다는 생각이 들더군요. 마지막으로 효를 devotion to family라고 표현하던데 엉망진창 내용과 더불어 환장의..."
1,"네이버 알바 역겹네... 딱 검색했을때 눈에보이는 평점은 8.15 관람객 평점인데...  네티즌 보다 관람객 모수가 적을 수 밖에 없으니까, 관람객 평점으로 알바질 하고 검색할 때 그 평점 부터 띄우게 해놨나 보네"
1,개인적으로는 완전 실망스러움.... 뮬란도 뮬란이지만 샹장군... ㅜㅜ 샹장군이 없엉.... 그리고 남주도 너무 실망스러워 ㅜㅜ 여러분 뮬란은 역시 실사말고 애니가 최곱니다. 애니만 보세요 엉엉엉.. 실망실망 대실망...
1,연출 연기 모두 우수하였습니다너무기대했던영화인데 실망감없이 아주만족해요이따위 감상평 누가봐도 알바아니냐?? 교과서보고씀???
1,타이완 넘버 원 프리 티베트
1,조선족 중국간첩들만이 후한점수 테러하고 있는듯
1,와 이걸 23만명이나 봤다고 ..??부끄럽다
1,기대가 너무 컸나 원작 스토리 재밌는 부분 다 날리고 개연성 떨어지게 스토리 흘러가고.. 정말 기다렸던 영화인데 디즈니 맞나 싶을 정도
2,능동적이고 노력해서 성공하는 여성의 모습을 보여주던 원작의 모습을...그냥 능력좋고 재능좋고 빽좋으면 성공하는 여성이라고 바꾼느낌이 ...가득하네여 전달하려고 한 내용이 여성은 성공할 수 있다 이런거라면..원작 내용...
4,디즈니 실사영화 특유의 과한 무난함이 갈팡질팡하는 지향점을 만나 탄생한 실패작.
1,유역비 발언 때문에 보이콧 애기가 있던데 굳이 보이콧 필요 없을듯재미 없어 안볼듯제작비 엄청 들었다던데북방 오랑캐와의 전쟁씬에 사람100 명도 안나옴드라마도 이것보다 사람 많이 나오겠다마지막 엔딩 장면이 화룡점정임억...
1,"연기도, 연출도, 스토리도, 개연성도.... 뭐지? 이게 디즈니 라고?"
2,완전 별로 보지마세요..
2,디즈니 정말 실망이네요.... 안볼랍니다
1,크 스토리 산으로가는 차이나머니를 먹으면 어떻게 싸구려 촌티나는 작품이되는지 알게되는 영화
2,차라리 뮬란이라 하지 말지...내용 꽝에 막판 나온 왕이....ㅎㄷㄷㄷ그냥 주구장창 노래나 불러대던지누구 생각에서 나왔는지 디즈니 실사판 중에 젤꽝...뮬란:전사의 귀환이 더 잼나다 ㅋㅋㅋㅋ
1,디즈니ㅠㅠ실망스럽군요
1,디즈니가 망할때가 된거다! 스타워즈도 건드려서 최고의 망작으로 만들더니 뮬란? 이건 뭐 할말이 없다!
2,디즈니빠들이 몰려왔구나 그래봤자 별로인걸 가릴순없지
1,전형적인 중화주의 영화재미도 없고 감동도 없고 ㅉㅉ
2,할리우드에서 비싸게 만든 무협지
2,휴그냥 폐기물급영화노답전개에 되도않는 연출걍 쓰레기
2,코로나를 선물한 중국인민들에게 감사를 표합니다
4,원작 생각하고 보면 실망합니다2020년작인데 1998년작 발에도 못미치고디즈니 영화인데 중국영화 그 특유의 감성이 많이 반영됨;; 그리고 유역비랑 공리... 생각보다 연기 별로여서 좀 놀랐어요 영화내내 표정연기가 한...
4,
1,이렇게 재미없을수가..스토리도 너무 자연스럽지않고 멋지지도않은..하ㅜㅜ
6,우선 ost가 없어서 아쉬움. 전반적으로는 재미있으나 디즈니라기보다는 중국 무협액션에 가까워서 이게 디즈니 영화인지 잊고 보게되는 것 같음...;;
6,메세지는 알겠다만 차 떼고 포 떼니 남는 건 기를 타고난 효녀와 주작 뿐
8,
6,"뮬란 즉 화목란 주제로 영화가 여러편 만들어졌다. 기존 역사 이야기가 전혀다르고 마녀, 무당 환타지 및 신화적 요소에만 치우쳤다.  의복, 군사복장, 마을, 왕궁 역사적 고증과 전혀 무관하다. 유역비, 견자단, 이연..."
5,이거 볼 시간에 애니를 한 번 더 봄
4,디즈니 영화중에 제일 별로.. 볼만은 했지만 원래 뮬란이랑 내용도 조금 다르고 캐릭터도 바뀌고 제일 중요한 ost도 영화에선 안나오고ㅠㅜ 코로나로 인해 개봉 연기되는것도 존버하면서 기다렸는데 그 보람이 사라진것 같아...
4,10년전에  본  조미주연의  중국판 화목란이  훨씬  재밌네요.  이건  뭐  개연성도 떨어지고  전개도  이상하고...
10,
5,글쎄..유역비가 뭘 잘못했고 그런걸 다 떠나서 디즈니 영화 치곤 실망스러웠다
4,이게 진짜 8점대라고?액션은 진짜 빵점유명 중화권배우 데려다 갑옷 분장으로 난쟁이 만들어놓고아시아인들 제스처가 아닌 연기스타일음... 뭐랄까 돈내서 보고는 있지만 보고싶지않은 맘이 충만한데 원작을 못봐서 결말은 보고...
1,OOO기 영화 뮬란을 망친 여주인공 배우 극혐. 스토리 연출도 토약질 나옴여배우가 홍콩인권탄압하고 무고한 시민들 다치게 만드는 공산당 중국 정부 경찰 찬양할 때부터 알아봤다. 인생 최악의 영화
1,애니메이션 뮬란에게 중요한 요소들을 다 빼버린 느낌 지나친 pc주의와 중국 눈치보기에 바쁜 디즈니가 뮬란을 망쳤다
2,놀랍도록 재미 없어 할말이 없다
2,잘 만들어진 ip를 걸레짝처럼 밞은 뒤 불 태워버린 작품
1,촬영지도 그렇고 홍콩경찰 지지하는 유역비 나와서 역겨우니깐 안보겠음
2,시간 돈 모든게 아깝다.
2,ㅁㄴㅇㄹ
1,
5,배우도 유역비 말고 아콰피나가 더 잘 어울렸을거 같은데 ..
1,차라리 명작 애니메이션을 두번 보시는것이 낫다고 생각합니다. 디즈니 실사화 중 최악의 졸작.
1,"박평식 평론ㅋㅋㅋㅋ 이물감, 화려한 찌꺼기 박평식 평론중에 제일 맘에 든다"
1,"진짜 실망임 마녀도 이해안가고, 캐릭터가 너무 평면적임"
1,원작 애니메이션의 감동을 와장창 다 부셔버린 영화
1,너무 너무 너무 재미 없음!!
1,노래 없고 명장면 없고 남주 없고 악당 바뀌고 이야기에서 큰 역할을 하는 캐릭터도 없고 배경 자체가 다름 에휴 왜만들었냐
1,ㅋㅋㅋ영화보면서 너무 얼탱이가 없어서 여러번이나 웃었다ㅋㅋ 절대 돈주고 보지마라ㅋㅋㅋ 진짜 부탁한다 제발 이딴 쓰레기 영화에 돈 갖다바치지마라. 내가 알던 디즈니 뮬란 애니메이션이 아니다. 그냥 초딩용 중국 판타지 ...
1,관람객평점 주작하냐? ㅋㅋㅋ 어휴
1,진짜 연기 뭐냐고 시종일관 로봇이 연기하는거임? 척도 적당히해야지 추억의 뮬란의 입체적인 주인공 어디갔냐고 멋있는 척하면 다 멋있음???
7,뮬란 노래 참 좋은데... 알고 봤지만 여전히 아쉽네요. 왜그런지 화살이 기억에 남네요
6,보신 다음 악평하지 마시고 그냥 보지마세요!
6,노래 하나는 건졌네영ㅋㅋㅋ
9,딸아이랑 재밌게 보고 왔습니다~
8,걱정이 많았는데 막상 까보니 나쁘진 않더라구요
8,공리는 나이먹어두 넘 카리스마 넘치고 멋있더라
6,진짜 마니줘서 별3개 디지니영화아니라고 생각하면 별3개에 볼만함
9,저는 정말 재미있게 봤습니다~!!!
7,영상은 화려하고 중국 색감이 예뻤음. 디즈니라 기대했던 OST는 전혀 돋보이지 않음. 중간중간 개연성 똥망...ㅠㅠ 취향이지만 남주 외모에 안 끌림. 만화보다 오그라드는 설정...(마지막에 뮬란 등 뒤로 피닉스 날개...
7,어릴적 보던 애니메이션이랑은 또 다른 느낌
8,스케일은 진짜 미쳤더라.. 역시 디즈니였어
5,"진짜 원작파괴인데 이건.. 리메이크라 해놓고 원작의 좋은 요소, 좋은 장면은 다빼버렸음 코로나, 위구르지역문제 등 외적 문제 다 논외로 치고 봐도 영화자체가 별로.."
6,원작 스토리를 따라가나 뮬란의 영웅적 성향만을 강조한 영화같아 아쉬움.등장인물간의 케미가.. 너무나 아쉬움.
1,정말 8점때 맞나요? 초능력 뮬란이라니.. 동양의 기를 알지도모르는 서양인이 표현한  스타워즈 포스..  뮬란은 원작에서도 힘으로 상대를 제압하는 캐릭터가아닌데..  영화 제아이제인 안봤냐 이것드라.. 알라딘으로 감...
4,영어로 하니 뭔가 이상함...중국어로 해서 번역하지....
2,중국 홍보용 영화는 온전한 창작물이 아니다.
9,헐 기대 안했는데 잼나여ㅠㅠㅠ
7,원작만큼 노래가 많이 나오지 않는게 좀 아쉽다ㅜ
7,새로운 캐릭터였던 시아니앙이 눈에 띄엇어요~
6,음악이 많이 안나와서 아쉬워요ㅠㅠㅠ
9,말이 많긴해도 보고싶었던 영화라 보고 왔어용ㅋㅋ 결론은 재밌습니당!
7,원작과 바뀐점을 찾아가면서 보는 재미도 쏠쏠하구마
10,중국산 뮬란볼바엔...
7,킬링타임은 된다.
6,그래도 중간중간 디즈니 냄새가!!ㅋㅋㅋ
1,이런 영화..뭐 할말도 없다.
1,주인공들 이슈를 배제하고 시간 때우기 용으로도 형편없는 영화.관객 평가가 8.0+ 인게 너무 신기함.조작질 해놓은것 같다는 의구심이 강력하게 듬.
1,중국의 더러운 입김
1,하..
1,홍콩 대만을 응원합니다.
1,걍 지들 중국에서 돈벌려고 만든영화
1,"역사 왜곡, 고증 엉망, 더러운 중화 사상"
1,중국 공산당이 시러요. 굳이 보지말자!
1,진짜 밑에 ㅉㄲ알바들 매크로 돌리는거 역겹다ㅋㅋㅋ
1,응~공산당빨갱이영화반별이나 쳐먹어~
1,스케일도 작고 내용도 산으로 가고..pc의 말로를 제대로 보여주는 영화
1,정의로움을 위해 홍콩놈들을 처단한다! - 유역비 물란.
1,최악.. 돈낭비하지 마세요.. 이 댓글은 당신의 지갑을  지켜드립니다..
1,X냄새가 펄펄나는 짱게모방영화.. 딱 그 수준이고만..
1,엄복동>뮬란디워>뮬란7광구>뮬란성냥팔이 소녀의 재림=뮬란걸캅스=뮬란
1,디즈니 실망.
1,"허접한 액션, 늘어지는 스토리, 과도한 pc가 한데 뒤섞인 원작의 반 만큼도 따라가지 못한 졸작."
1,이거 평점 왜높은거냐... 진짜 더럽게 노잼인데.. 중국물 맥이면 디즈니도 장사없구나 싶었다. 그래도 애니메이션은 재밌게 봤었는데.. 스토리도 이상하고 감동도 없음.
1,평점이 8점 넘는거 네이버 도대체 어떻게 한짓이냐 ㅋㅋㅋ 중국한테 돈받고 평점 올려준건가... 말이 안되는 평점인데 아무리봐도?...
1,보다말고 도중에 나왔음 완전똥이에요
1,"진짜 영화보다가 열받음..망작임,마녀가 주인공이라니,스토리가 산으로 갔어"
1,중국자본과 서구권의 동양에대한 잘못된 인식이 이런 괴작을 만들었다
1,뮬란의 마스코트 무슈도 없고 reflection 이나 I’ll make a man out of you 같은 OST도 없고 개봉 전 논란도 많고 영화 전개에서는 뮬란의 성장보다 처음부터 슈퍼파워를 가진 주인공으로 나와...
1,신비롭다
1,여러분 이거 뮬란 아님 중국 무협 영화임 중국 무협 영화 보고 싶다면 추천
3,테넷을 한번더 볼 걸...
1,
2,중국 공산당 고맙습니다.
7,여자 캐릭터로 너무나 마음에 드는 뮬란ㅎㅎ
9,진짜 기억에 남는 명장면들도 많고 대사 하나하나 깨알;; 볼까 말까 했는데 보길 잘한듯
1,50대 조선족 알바가 많아
2,"노래? 없음/귀여운 캐릭터? 없음/스토리? 완전 다름/....이름만 뮬란이고 그냥 cg 남발 중국 무협영화...중국의 압박과 페미니즘을 부르짖으려는 열망이 만들어낸 괴작일뿐,,,,   이렇게 만들거면 아예 만들지 말..."
4,아니.. 뮬란를 무슨 중국무협영화로 만들어놧냐 .. 노답..
1,"디즈니 실사화가 순조롭게 이루어지다가 여기서 멈추는군요원작 뮬란은 개연성, 교훈 등 정말 훌륭했지만 이번 실사화는'원작을 이렇게 망칠수있구나' 라고 느꼈습니다그리고 평점 알바 하지마세요"
1,원작하고 너무 달라요...
1,올해 최악의 영화. 네이버 평점은 조작이라고 믿게된 영화.
4,정말.. 유역비 얼굴빼고 볼 게 없다.. 디즈니 뭐하냐 .. 제작진 바뀜????
1,홍콩 문제등을 떠나서 영화자체가 존나 재미없음. 개연성도 없고 디즈니특유 음악도 부족함. 걍 원작 애니메이션영화가 훨씬 재밌음.
1,쓰레기....돈이아깝다
1,진짜 어떻게 하면 영화가 저렇게 나올까개인적으로 제일 기대했었는데 배신감이 너무크다
1,아직도 와호장룡 같은 경공쓰고 날라다니는게 통할꺼라고 생각했다니 중국몽 제대로네요
2,첨으로 평점 줬습니다 디즈니 영화를 3류 무협 영화로 만들어 버렸네요
4,이참에 중국 손절하자ㅋㅋㅋㅋ
2,이따구로 만드냐 어떻게?
2,"서양인 감독의 눈에 비친 오리엔탈리즘 , 디즈니의 정체성을 잃은 무협액션판타지(관람포인트를 고르라하는데 저 5개 모두 맘에 안든다)"
1,
2,Mulan boycott.
2,남자지만 최애 디즈니 만화였던뮬란을 왜 이따구로만들었는지화살을 발로차거나 날라오는 화살을 손으로잡는유치뽕짝 중국감성이 별로였음영화내내 진실함을 강조하는데 우한폐렴 숨기는짱개 이미지랑 안맞아서 웃겼음알라딘 라이언킹 실...
2,핵노잼 너무 실망스럽고 돈이아깝다이렇게도 영화를 망칠수있구나를 보았다원작이나 다시봐야겠다
1,"영화는 그저 헐리웃이 최고다 한국이나 짱깨나 배우들 연기력도 전부 수준 낮고 개가튼 끼워 넣기 스토리 신물난다 증말, 근데 짱깨들 유역비가 진짜 배우긴한가? 전지현 연기력하고 도찐개찐이네 아~전지현도 짱깨지.. 깜빡..."
2,애니메이션 기대하고보지 마세요.. 뮬란을 완전 초인으로 만들어놓음. 벽을타고 지붕위를 날라다니질않나 무슨 화살을 발차기로 쏘질않나.. 개연성 무엇?... 애니메이션 그대로 다시 리메이크해줬으면...ㅠㅠ내가원하는 뮬란...
2,말이 되게 좀 만들어라 실망이다 진짜 중국스럽다 내가 알던 뮬란이 아니라 이 영화를보고 느낀게 중국을위해 허구로 억지로 만들어낸 전설이구나  이거다
1,"원작을 어떻게 재현했을지 기대한 나도 잤고, 중국 액션 무술영화를 기대한 우리아빠도 잤다."
4,흥행 못해도 코로나 탓하지 마라.  오히려 코로나가 티켓값 아껴준거다.
3,영화는 중국의 손에 맡기면 안된다.
2,원작이랑 똑같이 만들수 없었나? 왜이렇게 각색을 많이 한건지... 감정선이 뚝뚝 끊키고 편집도 뚝뚝 끊키고... 차라리 ost라도 넣었더라면 디즈니 영화 본 느낌이라도 날텐데... 이건 뭐 ㅠㅠ 만화영화 원작의 발끝...
4,디즈니 느낌 없는 중국드라마
2,내가 본 게 중국영화인지 디즈니영화인지...
2,이게 중국 무협 영화지 디즈니 영화?디즈니에서 만든 영화라고 홍보 안하면 누가 디즈니 영화라고 알까?
6,하..기대했던영화인데 매우실망
2,디즈니라서 봤는데 실망
1,그냥 애니메이션뮬란보세요....
1,이걸 왜봐야하는지...못느낌...
6,그냥 오랜만에 중국 액션영화 보고싶다면 추천 디즈니영화느낌은 1도안남
6,2009년 개봉한 조미 주연의 뮬란(전사의 귀환) 이 디즈니 뮬란보고 명작이란걸 알게되었다 더군다니 중국판 뮬란이 또 나왔던데  그건 머...더 할 말을 잊었다;;;
1,"디즈니도 알바쓰냐,,, 실망"
2,진짜 알바들이 있긴 있구나 무서울정도다 이정도면;; 다 조선족들인가?
1,홍콩시위대를 폭력진압한 홍콩 경찰을 옹호한 유역비! 코로나의 원흉 중국자본이 들어간 영화
1,진짜 별로 입니다...;; 여기 뮬란은 애니에서의 뮬란이 아닌 그냥 무협 영화의 뮬란입니다 비현실적인 무협영화를 진짜 싫어하는데... 보는 내내 비현실감 ... 애니의 뮬란은 여자로서의 사회적인 메세지나 남녀평등이라...
1,"왜 -10점은 없는거죠? 이걸 영화라고 만든건지 중국뽕 취해보십쇼 라고 만든건지,디즈니도 차이나머니에는 어쩔수 없나보네요 절대 보지마십쇼"
4,"이건 뭐 미국 영화도 아니고, 일본 영화도 아니고, 중국 영화도 아닌 잡탕 영화"
1,알바 너무 많다...흐음
1,공산당과 함께하는 생쥐
1,인간적으로 민주시민이라면 적어도 이건 보지 말자...꼭 보려면 나중에 집에서...
1,디즈니 영화중 최악 베스트인듯 ㅎ
1,중국머니 영화는 그만. 이런 영화가 예매율 2위라니.. ㅉㅉ
1,Free Hong Kong
1,유역비의 무표정을 보고 있으니 몰입하기가 힘들었습니다. 그나마 귀뚤이는 나와서 좋았네요
2,영화파일 풀렸다 그냥 다운로드
1,
2,보지맙시다 여러분.  의식을 갖고 삽시다 모두.
1,기대이하인거 같아요 ㅠ 생각보다 ㅠㅠ
1,중국 무협 영화보다도 못하다
1,보이콧+개 노잼 디즈니에서 중국 코인 빨아먹을려고 대충 만든 허접영화
1,신장위구르탄압하는 중국을 옹호한 유역비는 사라져라!
1,개돼지들이 많으니깐 디즈니가 정신을 못 차리지
1,"장면 하나하나는 아름답지만 그 외의 모든 것은 별로임.OST는 빠졌고, 애니내용을 너무 각색한데다 스토리전개가 무척 엉성함. 살다살다 디즈니영화가 이렇게 지루해본 적은 처음임. 게다가 서양감독이라 그런지 오리엔탈리즘..."
2,유역비와 중국 공산당의 쓰레기 영화 보이콧
1,짱깨는 그냥 손절이 답임.
2,진심 ㅈ도  재미 없다 토렌으로 봤는데도 시간아까워  죽는줄 알았다 만화 뮬란의 감동과 재미를 기대한다면  ㅋㅋ 이름만 같고 전혀 다른 영화다 이거 재밌다는 인간들은 한국 거주하는 ㅈ선족과 중국 유학생들 뿐일꺼다
1,이걸본다고??? 이시국에 다단하군...
1,
3,논란거리  빼고도 영화를 참 재미없게 만들었다. 디즈니 이름을 걸고 어떻게 이런 재미없는 영화가 나오지 너무 신기하네
2,위구르족 200만명이 중국 수용소에 강제 수용되어 착취를 당하고 있는데 당신들은 이 영화를 보고싶은가? 불과 몇OO 전 일제감정하에 겪은 고통과 똑같은 고통을 겪고있는 위구르족이 불쌍하지도 않은가? 불과 몇OO 전 ...
1,디즈니가 왜 이런 영화를 만들었는지 이해가 안 감. 그냥 돈이 좋은 건가?
1,1점주기도 아까운 개망작 중에 개망작
1,진짜 1점도 주기 아깝...
1,"미녀와 야수 , 알라딘 과는 다르게 원작반영 조금도 안되어 있음 또 위구르 소수민족 탄압,엉터리 고증 그리고 엉성한 전투씬 까지 그냥 흔하디 흔한 중국무협 영화 그 이상도 아니였다."
6,원작이랑 너무 다른 느낌. 많이 부족. 특히 스토리.. 끝나기도 전에 휙휙 넘어가버리는 장면들.. 마녀 존재에 대한 의문감.. 뮬란의 청담 헤어샵 웨이브...액션 연기는 좋지만 감정씬은 크흠.. 전체적으로 액션씬만 ...
1,안봤지만 1점 드릴게요
1,이걸 보러가는 중국몽 함께하는 친구가 몇명일지 알아보자
1,뮬란에게 물리다니 뮬란에게 물리다니
1,에휴에휴에휴에휴에휴
1,중국 영화본다고 코로나는 안걸리겠죠?
1,감동지수같은 얘기하네
1,내가알던 디즈니의 물란은 말그대로 쇼크 같은 캐릭터였다 디즈니 에서 최초로 동양인이 주인공을 하였고 타 애니의 공주들과는 달리 자신의 꿈은 자신이 이루는 말그대로 신여성 그 자체 그야말로 시대를 역행한 캐릭터였다. ...
1,무엇을 상상하든 그 이하
1,역시 중국 대단해! 어쩜 그러냨ㅋㅋ
4,중국 무협영화 한편본느낌이고내가알던 원작 뮬란은 없어..ㅠㅠ
4,케릭터간의 단절을 불러 일으킬 만큼  과도한 편집이  이 영화를 망첬다고 봅니다.   기대가  컸었는데  너무 안타깝습니다.     언젠가  감독판으로  나온다면  다시 보고 싶어요
1,쓰레기영화 #BOYCOTTMULAN
4,실사의 의미가 없는 각색과 의도.
4,다 떠나서 재미가 없어요
1,도저히 이영화에게 1점이상을 줄수가없다
9,보이콧을 떠나 영화적으로 역시 디즈니네요. 스팩타클과 액션 소품 의상 등 나무랄데가 없고 자막이 끝나는 마지막까지 아름다운 OST가 내맘을 사로잡던 영화. 이수현의 숨겨진 내모습 노래가 귓가에 맴돌아 바로 다운받았습...
1,"""이물감, 화려한 찌꺼기"" 박평식 의견에 공감하는 날이 올 줄이야.."
2,뜨레기 영화 .. 보지마
1,Let it go 없는 겨울왕국. 내 명곡들 돌려주세요ㅠ
1,단점은 장점이 없다는거고 장점은 없어
6,성인용 디즈니 실사화라지만 조금 더 뮬란이라는 캐릭터에 감정이입할 수 있는 드라마틱한 연출이 있었으면 좋지 않았을까. 주연이나 조연이나 다 무의미하게 소모되는 느낌이 강했음.
1,중국뭍음 최악임 천멸중공
1,전세계인의 동심을 중국한테 가져다 팔아버린 디즈니.네이버 조작평점 말고 다음 평점을 참고하세요 여러분.
1,"원작을 어떻게 망작으로 만들수있어 ...스토리개연성, 액션, 무엇하나 볼게 없네"
1,와.... 진짜 할말이 없이 핵노잼입니다
2,뮬란의 업적은 영화에 중국자본이 들어가면 이렇게까지도 말아먹을수 있다는것을 전세계에 알려준 것.
4,개실망 진짜 아무리 원작을 뛰어넘을 수 없다지만 이렇게 망치기도 쉽지않다
4,전격 디즈니의 중국몽...
2,영화봐서 죄송합니다. 아버지가 꼭 같이 보고싶다 하셔서.... Free Wigur Free Tibet Free HK
1,이런 영화는 앞으로 안나왔음 좋겠다
2,
1,참 쓰레기 같다.. 내시간 내놔!!!!$$$#$#%#@#
2,기대이하의 영화 .  돈주고 보기가 아까움.
1,누구를 대상으로 만든 영화인지 몰라도 디즈니의 명성을 스스로 포기한 대표적인 영화
3,진짜 페미니즘 애니를 페미가 쓰레기로 만들어 놓음
1,빨갱이 문재인 대통령이 지지하는 영화입니다.
1,중국발 묻으면뭐든지 망한다 라는걸 아주 잘보여줌 중국발짱깨코로나 미세먼저 영화
1,"대단하다....돈,시간..아깝다"
1,위구르 탄압과 중국을 지지하는 영화입니다 참고하세요
8,애매한게 젤 안좋은거 같은데...중국 배경에 중국계 배우들도 많았지만 가장중요한 대사가 영어라서 배우들 연기도 좀 어색했음.아시안이 아니면 이해하기 힘든 부분을 영역하고 그걸 또 한역하니깐 또 어색함... 특히 마지...
2,신장위구르 안타깝네요
2,관람객평점은 중국간첩들의 힘임.
1,연기도 어색하고내가 알던 뮬란이 맞나 싶을 정도로판타지물이 되어버렸음
6,뮬란 캐릭터는 너무 좋다
1,정말로 정말로 욕나온다. 아버지가 닮았다 시진핑이랑
1,인간적으로 이런 영화는 보이콧해야지 왜보냐
2,안 본사람들이 평점준거 아닌가요? 8점?
2,Free Hong Kong
2,"테넷보고난후-""와..내가 지금 뭘본거야?..""+ㅇ+뮬란보고난후-""와..내가 지금 뭘본거야?,""ㅡ_ㅡ?이런느낌"
1,이딴 쓰레기 영화 보는 사람들은 중국인들인가 디즈니가 이번을 기회로 망해서 정신 차렸으면 한다
1,진짜 너무 재미없었다... 디즈니 왝으래.... 그래도 지금까진 실사판도 재밌었잖아...
1,개돼지들 많구나 ~ ~~
2,반도 수준임... 반도는 볼거리라도 있지... 이건 볼것도 없음
2,중궈련들 예술파괴..
3,"소문난 잔치에 먹을게 없더라~~특히, 마녀와 왕의 캐릭터는 왜 등장  시겼는지 싶을정도로 아쉬움이 남았다"
4,중국 무협 영화 그 이상 그 이하도 아님
